nickname,age,height,partidas_jogadas,distancia_total_m,aceleracao_maxima_ms2,aceleracao_media_positiva_ms2,hsr_count,sprint_count,alta_aceleracao_count,aceleracao_explosiva_count,player_id,team_name,distancia_total_m_por_partida,hsr_count_por_partida,sprint_count_por_partida,alta_aceleracao_count_por_partida,aceleracao_explosiva_count_por_partida,cluster,player_key,Days Missed,total_days_3y,n_events_3y,severity_idx,injury_events,top_injury,_merge
Rodrigo Varanda,20,180.0,12,4800.74,22.21,2.51,0.0,0.0,5.92,9.0,17918,América_Mineiro,400.06166666666667,0.0,0.0,0.4933333333333333,0.75,1,rodrigovarandaamericamineiro,,,,,,,left_only
Mikael,24,184.0,5,3446.99,21.69,2.15,0.0,0.0,3.4,2.8,17919,América_Mineiro,689.3979999999999,0.0,0.0,0.6799999999999999,0.5599999999999999,1,mikaelamericamineiro,,,,,,,left_only
Gonzalo Mastriani,30,180.0,24,7787.67,24.75,2.26,0.0,0.0,8.88,11.46,17920,América_Mineiro,324.48625,0.0,0.0,0.37,0.4775,1,gonzalomastrianiamericamineiro,,,,,,,left_only
Henrique Almeida,31,177.0,4,4065.44,22.59,2.31,0.0,0.0,4.5,7.5,17921,América_Mineiro,1016.36,0.0,0.0,1.125,1.875,1,henriquealmeidaamericamineiro,,,,,,,left_only
Wellington Paulista,40,180.0,10,2603.9,21.17,2.43,0.0,0.0,1.6,1.1,17922,América_Mineiro,260.39,0.0,0.0,0.16,0.11,1,wellingtonpaulistaamericamineiro,,,,,,,left_only
Aloísio,34,170.0,12,6091.15,24.09,2.44,0.0,0.0,5.17,6.33,17923,América_Mineiro,507.5958333333333,0.0,0.0,0.4308333333333333,0.5275,1,aloisioamericamineiro,,,,,,,left_only
Daniel Borges,30,174.0,14,6306.66,24.13,2.32,0.0,0.0,9.29,12.93,17934,América_Mineiro,450.4757142857143,0.0,0.0,0.6635714285714285,0.9235714285714286,1,danielborgesamericamineiro,,,,,,,left_only
Wanderson,32,186.0,7,7146.54,26.12,2.23,0.0,0.0,6.71,8.0,18074,América_Mineiro,1020.9342857142856,0.0,0.0,0.9585714285714284,1.1428571428571428,1,wandersonamericamineiro,,,,,,,left_only
Ricardo Silva,31,190.0,20,8395.99,23.19,2.29,0.0,0.0,7.9,8.8,18075,América_Mineiro,419.7995,0.0,0.0,0.395,0.44,1,ricardosilvaamericamineiro,23.0,0.0,0.0,0.0,1.0,,both
Nicolas,26,181.0,11,6823.12,22.04,2.62,0.0,0.0,7.36,9.91,18076,América_Mineiro,620.2836363636363,0.0,0.0,0.6690909090909091,0.9009090909090908,1,nicolasamericamineiro,20.0,0.0,0.0,0.0,1.0,,both
Arthur,20,173.0,1,9617.08,23.29,2.11,0.0,0.0,20.0,11.0,18077,América_Mineiro,9617.08,0.0,0.0,20.0,11.0,2,arthuramericamineiro,,,,,,,left_only
Juninho,35,173.0,36,9600.42,23.9,2.36,0.0,0.0,11.89,16.64,18078,América_Mineiro,266.67833333333334,0.0,0.0,0.3302777777777778,0.4622222222222222,1,juninhoamericamineiro,,,,,,,left_only
Rodriguinho,20,170.0,20,7092.57,23.23,2.45,0.05,0.0,10.5,11.95,18079,América_Mineiro,354.6285,0.0025,0.0,0.525,0.5974999999999999,1,rodriguinhoamericamineiro,,,,,,,left_only
Pedrinho,23,176.0,8,5669.03,24.81,2.46,0.0,0.0,9.75,12.75,18113,América_Mineiro,708.62875,0.0,0.0,1.21875,1.59375,1,pedrinhoamericamineiro,,,,,,,left_only
Javier Méndez,28,184.0,7,4428.83,22.15,2.46,0.0,0.0,4.86,4.71,18192,América_Mineiro,632.6899999999999,0.0,0.0,0.6942857142857143,0.6728571428571428,1,javiermendezamericamineiro,,,,,,,left_only
Marcinho,27,178.0,12,7039.29,23.22,2.43,0.0,0.0,9.42,9.75,18605,América_Mineiro,586.6075,0.0,0.0,0.785,0.8125,1,marcinhoamericamineiro,,,,,,,left_only
Renato Marques,19,180.0,13,4502.55,21.91,2.25,0.0,0.0,5.23,5.38,18810,América_Mineiro,346.35,0.0,0.0,0.4023076923076923,0.4138461538461538,1,renatomarquesamericamineiro,,,,,,,left_only
Júlio César,20,186.0,9,6692.07,22.8,2.04,0.0,0.0,6.44,11.67,18889,América_Mineiro,743.5633333333333,0.0,0.0,0.7155555555555556,1.2966666666666666,1,juliocesaramericamineiro,,,,,,,left_only
Paulinho Bóia,25,171.0,3,4684.47,22.33,2.43,0.0,0.0,8.33,9.33,19901,América_Mineiro,1561.49,0.0,0.0,2.776666666666667,3.11,1,paulinhoboiaamericamineiro,,,,,,,left_only
Paulinho,19,180.4719562243502,1,2741.24,23.87,2.27,0.0,0.0,7.0,3.0,23375,América_Mineiro,2741.24,0.0,0.0,7.0,3.0,2,paulinhoamericamineiro,,,,,,,left_only
Ighor Gabryel,20,176.0,2,1935.8,22.7,2.39,0.0,0.0,5.5,3.0,24601,América_Mineiro,967.9,0.0,0.0,2.75,1.5,1,ighorgabryelamericamineiro,,,,,,,left_only
Jonathan Alecxander,26,180.0,1,1751.5,22.05,2.42,0.0,0.0,2.0,4.0,24909,América_Mineiro,1751.5,0.0,0.0,2.0,4.0,1,jonathanalecxanderamericamineiro,,,,,,,left_only
Yago Souza,17,180.4719562243502,1,2027.09,23.55,2.21,0.0,0.0,2.0,4.0,24910,América_Mineiro,2027.09,0.0,0.0,2.0,4.0,1,yagosouzaamericamineiro,,,,,,,left_only
Yago Santos,20,182.0,1,2279.27,22.84,2.5,0.0,0.0,3.0,2.0,24911,América_Mineiro,2279.27,0.0,0.0,3.0,2.0,1,yagosantosamericamineiro,,,,,,,left_only
